Modality,H_0,H_1,H_2,H_inf
"[Humidity, Acc.x, Acc.y, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y]",65.1136166575757,29.5623454334627,27.1059692128612,20.9196239591579
"[Humidity, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y, Gyro.z]",64.8951478041754,34.5736052010909,31.6624621647736,20.9196239591579
"[Humidity, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.z]",63.3708116624057,32.3500500710897,29.7829950220986,20.9196239591579
"[Humidity, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y]",63.1960788177677,31.9583295358521,29.4224028411655,20.9196239591579
"[Humidity, Acc.x, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.z]",61.2008866609634,29.9525456938024,27.5280977480873,20.9196239591579
"[Humidity, Acc.y, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.z]",61.1184245007714,29.9551373957985,27.5283325981754,20.9196239591579
"[Humidity, Acc.x, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y]",61.0261538163254,29.5481979145181,27.1054248156187,20.9196239591579
"[Humidity, Acc.y, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y]",60.9436916561334,29.5507896165142,27.1055496038046,20.9196239591579
"[Humidity, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.z]",57.0309616595211,29.9409898768539,27.5275724528866,20.9196239591579
"[Humidity, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y]",56.856228814883,29.5366420975696,27.1048329591238,20.9196239591579
"[Humidity, Acc.x, Acc.y, Light, Temp., Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",72.4479915303942,33.7879123709414,31.0218868723476,20.9149456560403
"[Humidity, Acc.x, Acc.y, Acc.z, Light, Temp., Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",71.0943545757795,32.1450436842139,29.6768474104329,20.9149456560403
"[Humidity, Acc.x, Light, Temp., Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",68.3605286891438,33.7737648519968,31.0188027997768,20.9149456560403
"[Humidity, Acc.y, Light, Temp., Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",68.2780665289519,33.7763565539929,31.0194626498425,20.9149456560403
"[Humidity, Acc.x, Acc.z, Light, Temp., Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",67.0068917345291,32.1308961652693,29.6754449007772,20.9149456560403
"[Humidity, Acc.y, Acc.z, Light, Temp., Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",66.9244295743372,32.1334878672654,29.676060029721,20.9149456560403
"[Humidity, Acc.x, Acc.y, Light, Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",66.1081415275096,31.4170705051738,28.8322160198744,20.9149456560403
"[Acc.x, Acc.y, Light, Temp., Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",65.6931040282307,31.0383483230173,28.5346890442333,20.9149456560403
"[Acc.x, Acc.y, Acc.z, Light, Temp., Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",64.339467073616,29.3954796362898,27.2211783501049,20.9149456560403
"[Humidity, Light, Temp., Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",64.1906036877015,33.7622090350484,31.0148448873639,20.9149456560403
"[Humidity, Acc.z, Light, Temp., Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",62.8369667330868,32.1193403483209,29.6742415247291,20.9149456560403
"[Humidity, Acc.x, Light, Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",62.0206786862592,31.4029229862292,28.8309707239553,20.9149456560403
"[Humidity, Acc.y, Light, Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",61.9382165260672,31.4055146882253,28.8312466316557,20.9149456560403
"[Acc.x, Light, Temp., Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",61.6056411869804,31.0242008040728,28.5331331127102,20.9149456560403
"[Acc.y, Light, Temp., Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",61.5231790267884,31.0267925060689,28.5337959534696,20.9149456560403
"[Acc.x, Acc.z, Light, Temp., Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",60.2520042323657,29.3813321173453,27.2202800190067,20.9149456560403
"[Acc.y, Acc.z, Light, Temp., Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",60.1695420721737,29.3839238193414,27.2208714673167,20.9149456560403
"[Humidity, Light, Pressure, Mag.x, Mag.z, Gyro.x, Gyro.y, Gyro.z]",57.8507536848169,31.3913671692807,28.8293801315211,20.9149456560403
